name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Fraser Rise,FRASER RISE,fraser-rise,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.70481,144.71263,25.1,Hillside | Deanside | Taylors Hill,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Fraser Rise is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Hillside, Deanside, Taylors Hill. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Grangefields,GRANGEFIELDS,grangefields,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.70238,144.6387,31.1,Bonnie Brook | Aintree | Thornhill Park,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Grangefields is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Bonnie Brook, Aintree, Thornhill Park. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Hillside,HILLSIDE (GREATER MELBOURNE),hillside,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.69044,144.7417,23.8,Sydenham | Calder Park | Taylors Hill,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Hillside is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Sydenham, Calder Park, Taylors Hill. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Kealba,KEALBA,kealba,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.73731,144.82815,14.6,St Albans | Keilor East | Keilor Downs,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Kealba is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to St Albans, Keilor East, Keilor Downs. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor,KEILOR,keilor,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.70726,144.82718,16.8,Keilor Downs | Keilor Park | Keilor Lodge,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Keilor is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Keilor Downs, Keilor Park, Keilor Lodge. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor Downs,KEILOR DOWNS,keilor-downs,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.72059,144.80413,17.4,Delahey | Keilor Lodge | Keilor,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Keilor Downs is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Delahey, Keilor Lodge, Keilor. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor East,KEILOR EAST,keilor-east,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,2,phase_2,False,-37.73878,144.85683,12.5,Keilor Park | Niddrie | Kealba,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Keilor East is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Keilor Park, Niddrie, Kealba. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor Lodge,KEILOR LODGE,keilor-lodge,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.69844,144.80017,19.2,Taylors Lakes | Keilor North | Keilor Downs,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Keilor Lodge is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Taylors Lakes, Keilor North, Keilor Downs. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor North,KEILOR NORTH,keilor-north,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.68161,144.7932,20.9,Keilor Lodge | Taylors Lakes | Calder Park,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Keilor North is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Keilor Lodge, Taylors Lakes, Calder Park. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Keilor Park,KEILOR PARK,keilor-park,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.7191,144.8519,14.4,Keilor East | Keilor | Airport West,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Keilor Park is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Keilor East, Keilor, Airport West. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Kings Park,KINGS PARK,kings-park,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.73371,144.77197,19.0,Albanvale | Burnside Heights | Delahey,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Kings Park is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Albanvale, Burnside Heights, Delahey. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Kingsville,KINGSVILLE,kingsville,MARIBYRNONG,Maribyrnong City,Western,West & North-West,2,phase_2,False,-37.80884,144.87944,7.4,Yarraville | Seddon | West Footscray,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"Kingsville is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Yarraville, Seddon, West Footscray. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Laverton,LAVERTON,laverton,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.85913,144.76754,17.9,Williams Landing | Seabrook | Altona Meadows,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"Laverton is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Williams Landing, Seabrook, Altona Meadows. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Laverton North,LAVERTON NORTH,laverton-north,WYNDHAM,Wyndham City,Western,West & North-West,2,phase_2,False,-37.83003,144.78701,15.6,Derrimut | Laverton | Altona,Princes Freeway | Werribee River | Point Cook and Werribee growth areas,"growth-area, established suburban or township homes","Laverton North is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Derrimut, Laverton, Altona. The broader catchment is shaped by Princes Freeway, Werribee River, Point Cook and Werribee growth areas. The local job mix commonly includes large new-estate housing areas mixed with established homes around Werribee.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Maidstone,MAIDSTONE,maidstone,MARIBYRNONG,Maribyrnong City,Western,West & North-West,2,phase_2,False,-37.78191,144.87415,8.6,Maribyrnong | Braybrook | West Footscray,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"Maidstone is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Maribyrnong, Braybrook, West Footscray. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Manor Lakes,MANOR LAKES,manor-lakes,WYNDHAM,Wyndham City,Western,West & North-West,2,phase_2,False,-37.86693,144.58124,34.1,Wyndham Vale | Mambourin | Werribee,Princes Freeway | Werribee River | Point Cook and Werribee growth areas,"growth-area, established suburban or township homes","Manor Lakes is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Wyndham Vale, Mambourin, Werribee. The broader catchment is shaped by Princes Freeway, Werribee River, Point Cook and Werribee growth areas. The local job mix commonly includes large new-estate housing areas mixed with established homes around Werribee.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Melton South,MELTON SOUTH,melton-south,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.70688,144.57077,36.5,Weir Views | Cobblebank | Brookfield,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Melton South is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Weir Views, Cobblebank, Brookfield. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Melton West,MELTON WEST,melton-west,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.67914,144.54113,40.0,Brookfield | Harkness | Melton South,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Melton West is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Brookfield, Harkness, Melton South. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Mount Cottrell,MOUNT COTTRELL,mount-cottrell,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.78981,144.62052,30.2,Fieldstone | Tarneit | Strathtulloh,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Mount Cottrell is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Fieldstone, Tarneit, Strathtulloh. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Niddrie,NIDDRIE,niddrie,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,2,phase_2,False,-37.73946,144.88466,10.7,Essendon North | Essendon West | Airport West,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Niddrie is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Essendon North, Essendon West, Airport West. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Plumpton,PLUMPTON,plumpton,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.66911,144.68901,29.0,Bonnie Brook | Fraser Rise | Hillside,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Plumpton is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Bonnie Brook, Fraser Rise, Hillside. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Ravenhall,RAVENHALL,ravenhall,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.77548,144.7366,20.3,Deer Park | Burnside | Truganina,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Ravenhall is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Deer Park, Burnside, Truganina. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Rockbank,ROCKBANK,rockbank,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.73388,144.64906,29.0,Fieldstone | Thornhill Park | Aintree,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Rockbank is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Fieldstone, Thornhill Park, Aintree. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Seabrook,SEABROOK,seabrook,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.8809,144.75866,19.4,Altona Meadows | Williams Landing | Laverton,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"Seabrook is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Altona Meadows, Williams Landing, Laverton. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Seaholme,SEAHOLME,seaholme,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.86421,144.84406,11.9,Williamstown North | Altona | Altona North,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"Seaholme is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Williamstown North, Altona, Altona North. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Seddon,SEDDON,seddon,MARIBYRNONG,Maribyrnong City,Western,West & North-West,2,phase_2,False,-37.80663,144.89168,6.3,Footscray | Kingsville | Yarraville,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"Seddon is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Footscray, Kingsville, Yarraville. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
South Kingsville,SOUTH KINGSVILLE,south-kingsville,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.83069,144.87144,8.3,Spotswood | Newport | Yarraville,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"South Kingsville is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Spotswood, Newport, Yarraville. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Spotswood,SPOTSWOOD,spotswood,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.8296,144.88786,6.8,Yarraville | South Kingsville | Newport,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"Spotswood is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Yarraville, South Kingsville, Newport. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
St Albans,ST ALBANS,st-albans,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.74536,144.80529,15.8,Cairnlea | Kealba | Keilor Downs,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"St Albans is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Cairnlea, Kealba, Keilor Downs. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Strathmore,STRATHMORE,strathmore,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,2,phase_2,False,-37.73323,144.91695,9.8,Essendon North | Essendon Fields | Essendon,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Strathmore is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Essendon North, Essendon Fields, Essendon. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Strathmore Heights,STRATHMORE HEIGHTS,strathmore-heights,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,2,phase_2,False,-37.71337,144.89694,12.6,Essendon Fields | Airport West | Essendon North,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Strathmore Heights is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Essendon Fields, Airport West, Essendon North. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Sunshine,SUNSHINE,sunshine,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.78929,144.83435,11.6,Braybrook | Albion | Sunshine West,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Sunshine is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Braybrook, Albion, Sunshine West. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Sunshine North,SUNSHINE NORTH,sunshine-north,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.76397,144.83642,12.4,Albion | Avondale Heights | Sunshine,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Sunshine North is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Albion, Avondale Heights, Sunshine. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Sunshine West,SUNSHINE WEST,sunshine-west,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.79809,144.81109,13.5,Sunshine | Albion | Ardeer,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Sunshine West is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Sunshine, Albion, Ardeer. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Sydenham,SYDENHAM,sydenham,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.69975,144.76534,21.5,Taylors Lakes | Taylors Hill | Hillside,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Sydenham is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Taylors Lakes, Taylors Hill, Hillside. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Taylors Hill,TAYLORS HILL,taylors-hill,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.71515,144.75291,21.5,Burnside Heights | Sydenham | Delahey,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Taylors Hill is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Burnside Heights, Sydenham, Delahey. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Taylors Lakes,TAYLORS LAKES,taylors-lakes,BRIMBANK,Brimbank City,Western,West & North-West,2,phase_2,False,-37.69857,144.7864,20.1,Keilor Lodge | Sydenham | Keilor North,Sunshine | St Albans | Western Ring Road and Calder corridors,established suburban and infill housing,"Taylors Lakes is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Keilor Lodge, Sydenham, Keilor North. The broader catchment is shaped by Sunshine, St Albans, Western Ring Road and Calder corridors. The local job mix commonly includes established brick homes, renovations and newer infill housing.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Thornhill Park,THORNHILL PARK,thornhill-park,MELTON,Melton City,Western,West & North-West,2,phase_2,False,-37.7303,144.62491,31.1,Rockbank | Strathtulloh | Fieldstone,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Thornhill Park is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Rockbank, Strathtulloh, Fieldstone. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Tottenham,TOTTENHAM,tottenham,MARIBYRNONG,Maribyrnong City,Western,West & North-West,2,phase_2,False,-37.80464,144.8529,9.7,Brooklyn | West Footscray | Braybrook,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"Tottenham is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Brooklyn, West Footscray, Braybrook. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Travancore,TRAVANCORE,travancore,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,2,phase_2,False,-37.78077,144.93547,4.4,Ascot Vale | Moonee Ponds | Footscray,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Travancore is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Ascot Vale, Moonee Ponds, Footscray. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Werribee South,WERRIBEE SOUTH,werribee-south,WYNDHAM,Wyndham City,Western,West & North-West,2,phase_2,False,-37.93831,144.69703,27.2,Werribee | Point Cook | Cocoroc,Princes Freeway | Werribee River | Point Cook and Werribee growth areas,"growth-area, established suburban or township homes","Werribee South is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Werribee, Point Cook, Cocoroc. The broader catchment is shaped by Princes Freeway, Werribee River, Point Cook and Werribee growth areas. The local job mix commonly includes large new-estate housing areas mixed with established homes around Werribee.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
West Footscray,WEST FOOTSCRAY,west-footscray,MARIBYRNONG,Maribyrnong City,Western,West & North-West,2,phase_2,False,-37.80052,144.8709,8.2,Kingsville | Tottenham | Seddon,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"West Footscray is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Kingsville, Tottenham, Seddon. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Williamstown North,WILLIAMSTOWN NORTH,williamstown-north,HOBSONS BAY,Hobsons Bay City,Western,West & North-West,2,phase_2,False,-37.85263,144.86892,9.3,Newport | Williamstown | South Kingsville,Port Phillip Bay | Williamstown and Altona | West Gate Freeway,established suburban and infill housing,"Williamstown North is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Newport, Williamstown, South Kingsville. The broader catchment is shaped by Port Phillip Bay, Williamstown and Altona, West Gate Freeway. The local job mix commonly includes period workers cottages, renovated bayside homes and townhouses.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Carrum,CARRUM,carrum,KINGSTON,Kingston City,Southern,Bayside & Inner South-East,3,coverage_only,False,-38.07665,145.12802,32.6,Bonbeach | Patterson Lakes | Chelsea,Port Phillip Bay | Nepean Highway and Frankston rail corridor | Moorabbin and Dingley employment areas,established suburban and infill housing,"Carrum is within the established south-eastern and bayside suburban belt, close to Bonbeach, Patterson Lakes, Chelsea. The broader catchment is shaped by Port Phillip Bay, Nepean Highway and Frankston rail corridor, Moorabbin and Dingley employment areas. The local job mix commonly includes post-war houses, units and newer townhouses near the bay and employment areas.",Group jobs along the bay or major north-south corridors and confirm apartment access before arrival.
Patterson Lakes,PATTERSON LAKES,patterson-lakes,KINGSTON,Kingston City,Southern,Bayside & Inner South-East,3,coverage_only,False,-38.06949,145.14328,32.5,Bonbeach | Carrum | Chelsea,Port Phillip Bay | Nepean Highway and Frankston rail corridor | Moorabbin and Dingley employment areas,established suburban and infill housing,"Patterson Lakes is within the established south-eastern and bayside suburban belt, close to Bonbeach, Carrum, Chelsea. The broader catchment is shaped by Port Phillip Bay, Nepean Highway and Frankston rail corridor, Moorabbin and Dingley employment areas. The local job mix commonly includes post-war houses, units and newer townhouses near the bay and employment areas.",Group jobs along the bay or major north-south corridors and confirm apartment access before arrival.
Badger Creek,BADGER CREEK,badger-creek,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.69004,145.54007,52.6,Healesville | Mount Toolebewong | Don Valley,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Badger Creek is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Healesville, Mount Toolebewong, Don Valley. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
Beenak,BEENAK,beenak,YARRA RANGES,Yarra Ranges Shire,Eastern,East & Dandenong Ranges,3,coverage_only,False,-37.89902,145.63702,59.9,Hoddles Creek | Gladysdale | Three Bridges,Yarra Valley | Dandenong Ranges | Warburton Highway corridor,"hills, rural-residential or township properties","Beenak is within the outer-east and Dandenong Ranges catchment, where terrain and tree cover shape access, close to Hoddles Creek, Gladysdale, Three Bridges. The broader catchment is shaped by Yarra Valley, Dandenong Ranges, Warburton Highway corridor. The local job mix commonly includes hills homes, weatherboard houses, acreage and established outer-eastern estates.","Allow extra time for hills, winding roads, steep driveways and weather-sensitive access on outer jobs."
